tekst,change,company
wykaz informacja przekazac do publiczny wiadomosci w rok 2006,0,0
porzadek zwz   uzupelnienie,1,0
raport roczny,0,0
skonsolidowac raport roczny,0,0
termin oraz porzadek zwz,0,0
ustanowic prokurent,0,0
nabycie udzial spolka tank sp. z o.o.,1,0
nabycie przez mazowsze udzial spolka krakowski gaz sp. z o.o.   korekta,0,0
nabycie przez mazowsze udzial spolka krakowski gaz sp. z o.o.,0,0
rejestracja zmiana struktura kapital zakladowy ochrona sp. z o.o.,1,0
przekroczenie 5  ogolnej liczba glos przez ing nationale nederlanden polski ofe,1,0
polaczenie z partner sp. z o.o.,1,0
raport okresowy qsr,1,0
rejestracja zmiana struktura kapital zakladowy park technologiczny,1,0
skorygowac struktura kapital zakl. park technologiczny sp. z o.o.,0,0
transakcja na akcja spolka w rok 2006,0,0
zawarcie trojstronny umowy,0,0
termin przekazywac raport okresowy w 2007 r.,0,0
zbycie udzial spolka przedsiebiorstwo projektowo uslugowe biproraf sp. z o.o.,1,0
rejestracja zmiana wysokosc kapital zakladowy park technologiczny,0,0
zawarcie umowy znaczacy z kolej sp. z o.o.,1,0
zawarcie umowy znaczacy pomiedzy a asfalt,1,0
remont w rafineria w gdanski w 2007 rok,0,0
otwarcie postepowanie likwidacyjny wobec rc paliwo sp. z o.o.,0,0
objecie aktyw finansowy o znaczacy wartosc przez jaslo,1,0
ustanowic prokurent,0,0
podpisac kontrakt epc na budowa instalacja hds,0,0
raport okresowy qsr,1,0
zloze b23   przedluzenie koncesja na poszukiwanie i rozpoznanie zloze ropa i gaz,1,0
umowa z petraco oil company ltd. na dostawa ropa naftowy,1,0
zloze b8   koncesja na wydobywac ropa naftowy i gaz ziemny,0,0
uzupelnienie informacja skonsolidowac raport polroczny psr 2006,1,0
powolanie czlonek zarzad   informacja uzupelniac,1,0
powolanie czlonek zarzad,0,0
rozszerzyc skonsolidowac raport polroczny,0,0
prognoza skonsolidowac wynik finansowy na 2006 rok.,1,0
zawarcie umowy na dostawa ropa naftowy,1,0
realizacja strategia kapitalowy   wejscie petrobaltic na nowe zloze b8 i b23,1,0
raport okresowy qs,1,0
asymilacja akcja przez kdpw,0,0
realizacja projekt pkrt   umowy na zakup reaktor,0,0
tresc uchwala powziac przez zwz 19 czerwiec 2006 r.,1,0
powolanie zarzad szosta kadencja,0,0
rezygnacja osoba nadzorowac   uzupelnienie informacja,0,0
ocena rad nadzorczy sytuacja spolka po 2005 rok,0,0
projekt uchwala zwz spolka zwolac na dzien 19.06.2006 r.,1,0
przerwa w produkcja w jaslo,1,0
wybor podmiot uprawniony do badanie sprawozdanie finansowy,1,0
termin oraz porzadek zwz,1,0
zmiana oswiadczenie zarzad dotyczyc zasada lad korporacyjny,1,0
raport okresowy qsr,1,0
informacja przekazac do publiczny wiadomosci w rok 2005,0,0
korekta raport biezacy numer 29/2006,0,0
skonsolidowac raport roczny,0,0
wplyw wycena zapas metoda lifo na skonsolidowac wynik finansowy,0,0
raport roczny,0,0
korekta wczesnie opublikowac prognoza wynik na 2005 rok,0,0
zmiana data publikacja raport okresowy,0,0
zawarcie umowy na dostawa wsad,1,0
asymilacja akcja przez kdpw,0,0
wprowadzenie do obrot gieldowy akcja seria a spolka,0,0
rejestracja zmiana wysokosc kapital zakladowy park technologiczny,1,0
zawarcie trojstronny umowy znaczacy,1,0
raport okresowy qsr,1,0
tekst jednolity statut,1,0
zmiana struktura kapital zakladowy parafina sp. z o.o.,1,0
zawarcie trojstronny umowy znaczacy,0,0
akcjonariusz posiadajacy co malo 5  glos na nwz,0,0
zawarcie trojstronny umowy,0,0
zmiana wysokosc kapital zakladowy park technologiczny,1,0
objecie udzial w park technologiczny sp. z o.o. przez,1,0
informacja o transakcja dokonany na akcja spolka,1,0
zmiana w sklad rad nadzorczy,1,0
informacja o transakcja dokonany na akcja spolka,0,0
projekt uchwala nwz spolka zwolac na dzien 30.01.2006 r.,0,0
termin raport okresowy w 2006 rok,0,0
zasada przyjety odnosnie konwersja akcja imienny na akcja na okaziciel,1,0
nabycie przez serwis sp. z o.o. udzial spolka,0,0
objecie udzial w park technologiczny przez czechowice,0,0
zawarcie trojstronny umowy znaczacy,1,0
zmiana warunki umowy znaczacy,0,0
termin zwolanie oraz porzadek nwz,1,0
nabycie udzial parafina sp. z o.o. przez spolka,1,0
zawarcie umowy przyrzec,0,0
spelnienie warunki zawieszac umowy znaczacy,0,0
informacja uzupelniac do prognoza wynik finansowy na 2005 r.,1,0
asymilacja akcja przez kdpw,1,0
wprowadzenie do obrot gieldowy akcja seria a spolka,1,0
znaczacy umowa pomiedzy paliwo sp. z o.o. a arge sp. z o.o.,0,0
nabycie akcja uab baltija,0,0
raport okresowy qsr,0,0
stanowisko zarzad odnosnie wczesnie opublikowac prognoza wynik na 2005 r.,0,0
doplata do kapital spolka zalezny paliwo sp. z o.o.,1,0
zawarcie umowy znaczacy pomiedzy paliwo a pol   miedz trans,1,0
zawarcie umowy znaczacy pomiedzy mazowsze a paliwo,0,0
jednolity tekst statut spolka,0,0
wypowiedzenie umowy przez spolka,1,0
nabycie przez laba sp. z o.o. 100  udzial spolka laboratorium badacz sp. z o.o.,1,0
skonsolidowac raport polroczny,0,0
podpisac umowy na zakup stacja paliwo slovnaft,1,0
zmiana profil dzialalnosc rafineria czechowice,1,0
rozwiazanie znaczacy umowy,0,0
zawarcie umowy znaczacy pomiedzy spolka zalezny,0,0
zawarcie umowy znaczacy,0,0
transakcja pomiedzy podmiot powiazac,0,0
akcjonariusz posiadajacy co malo 5  glos na nwz,0,0
tresc uchwala podjac przez nwz 23 sierpien 2005 rok,0,0
zawarcie umowy pomiedzy paliwo sp. z o.o. exxonmobil poland sp. z o.o.,0,0
odwolanie osoba nadzorowac,1,0
zmiana oswiadczenie dot. zasada lad korporacyjny,1,0
nabycie akcja o wartosc powyzej 5000 euro,0,0
raport okresowy qsr,1,0
projekt uchwala nwza zwolac na dzien 23.08.2005 r.,1,0
rozwiazanie umowy znaczacy,0,0
zmiana w statut,1,0
zawarcie umowy znaczacy,1,0
wypowiedzenie umowy przez spolka,1,0
nwz   zmiana porzadek obrada,1,0
umowa z shell global solutions international,0,0
termin oraz porzadek nzwz,0,0
umowa z podmiot powiazac,0,0
rejestracja przez sad podwyzszenie kapital zakladowy,1,0
wybor podmiot uprawniony do badanie sprawozdanie finansowy spolka,1,0
podpisac umowic offsetowy,1,0
zmiana wysokosc kapital zakladowy laba sp. z o.o.,0,0
zasada wyplat dywidenda,0,0
zmiana wysokosc kapital zakladowy oil,1,0
zawarcie umowy znaczacy przez spolka zalezny,1,0
zawarcie umowy znaczacy przez spolka zalezny,1,0
  transakcja na akcja,0,1
szacunek wybrany dany finansowy i operacyjny kapitalowy za 4kw'12,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
ship service nabyc obligacja wyemitowac przez,1,1
  transakcja na akcja spolka,1,1
umowy pomiedzy kapitalowy a statoil fuel & retail,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
anwil nabyc obligacja wyemitowac przez,1,1
transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczej.,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
  anwil nabyc obligacja wyemitowac przez,1,1
polski koncern naftowy podpisac z shell polski umowa na sprzedaz paliwo,1,1
podpisac z lukoil polski umowa na sprzedaz paliwo,1,1
podpisac z biskup europa umowa na sprzedaz paliwo,1,1
transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczej.,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0,1
ship service nabyc obligacja spolki.,0,1
  transakcja na akcja spolka,0,1
sprzedaz kolejny czesc zapas obowiazkowy ropa naftowy,0,1
umowy pomiedzy kapitalowy a shell,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
iks solino nabyc obligacja wyemitowac przez,1,1
transport nabyc obligacja wyemitowac przez,1,1
  ksiegowosc nabyc obligacja wyemitowac przez,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
podpisac z mercuria energy trading aneks do umowy na dostawa ropa naftowy,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,1,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
zawarcie kolejny aneks do umowy pomiedzy rafineria trzebinia i pgnig,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy spolka,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
transport nabyc obligacja spolki.,1,1
paliwo sp. z o.o. nabyc obligacja spolka,1,1
  transakcja na akcja spolka,0,1
  anwil nabyc obligacja wyemitowac przez,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0,1
ship service nabyc obligacja wyemitowac przez spolke.,0,1
transakcja na akcja spolka przez osoba blisko zwiazac z czlonek rad nadzorczej.,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczej.,0,1
transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy spolka,1,1
zawarcie umowic na budowa i na serwis elektrownia we wloclawku,1,1
paliwo sp. z o.o. nabyc obligacja spolki.,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0,1
iks solino nabyc obligacja spolki.,1,1
transport nabyc obligacja spolki.,1,1
ksiegowosc sp. z o.o. nabyc obligacja spolki.,1,1
anwil nabyc obligacja spolki.,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,1,1
zgoda rad nadzorczy na zawarcie umowy na budowa elektrownia we wloclawku,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
ship service nabyc obligacja wyemitowac przez,1,1
wypowiedzenie umowic depozytowy dotyczyc gdr ow i adr ow,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0,1
upstream sp. z o.o. nabyc obligacja spolki.,0,1
koltrans sp. z o.o. nabyc obligacja spolki.,0,1
umowy pomiedzy kapitalowy a lukoil,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,1,1
petrocentrum sp. z o.o. nabyc obligacja spolki.,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
ship service sa. nabyc obligacja spolka,1,1
polski koncern naftowy transakcja na akcja,0,1
anwil nabyc obligacja wyemitowac przez,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1,1
  transakcja na akcja spolka,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
polski koncern naftowy anwil nabyc obligacja wyemitowac przez,0,1
petrocentrum sp. z o.o. nabyc obligacja spolka,1,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,1,1
  transakcja na akcja dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,1,1
  transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0,1
  koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
  anwil nabyc obligacja wyemitowac przez,0,1
  transakcja na akcja spolka,1,1
iks solino nabyc obligacja spolki.,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rad nadzorczy,0,1
anwil nabyc obligacja wyemitowac przez,0,1
transakcja na akcja spolka dokonany przez osoba blisko zwiazac z czlonek rn,0,1
petrocentrum sp. z o.o. nabyc obligacja spolka,0,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
ship service nabyc obligacja wyemitowac przez,0,1
dane finansowy iii kwartal 2012 r. wedlug segment,0,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1,1
szacunek wybrany dany finansowy i operacyjny kapitalowy za 3kw'12,1,1
anwil nabyc obligacja wyemitowac przez,1,1
  petrocentrum nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,0,1
termin przekazywac raport okresowy w 2013 r.,1,1
polski koncern naftowy koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,0,1
podpisac z glencore energy uk ltd umowa na dostawa ropa naftowy,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja emitent,0,1
zmiana data publikacja raport okresowy za 3. kwartal 2012 rok,0,1
petrocentrum sp. z o.o. nabyc obligacja spolka,0,1
polski koncern naftowy transport nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez spolka,0,1
umowy pomiedzy a statoil,0,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,0,1
ksiegowosc sp. z o.o. nabyc obligacja spolka,1,1
anwil nabyc obligacja wyemitowac przez,0,1
ship service nabyc obligacja spolka,0,1
podpisac z gunvor umowa na dostawa ropa naftowy,0,1
  transport nabyc obligacja wyemitowac przez,0,1
wybor kpmg audyt sp. z o.o. jako podmiot uprawniony do badanie j sprawozdanie finansowy .,1,1
iks solino nabyc obligacja emitenta.,1,1
petrocentrum sp. z o.o. nabyc obligacja emitenta.,1,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez emitenta.,0,1
  ship service nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja spolka,1,1
transport nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1,1
polski koncern naftowy anwil nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,0,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0,1
transport nabyc obligacja wyemitowac przez,0,1
  iks solino nabyc obligacja wyemitowac przez,0,1
  petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez spolka,0,1
koltrans sp. z o.o. nabyc obligacja spolka,1,1
ship service nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja spolka,1,1
szacunek wybrany dany finansowy i operacyjny kapitalowy za 2kw.2012 r.,0,1
ship service nabyc obligacja wyemitowac przez spolke.,1,1
  transport nabyc obligacja wyemitowac przez,1,1
ship service nabyc obligacja spolka,1,1
petrocentrum sp. z o.o. nabyc obligacja spolka,0,1
ksiegowosc sp. z o.o. nabyc obligacja spolka,0,1
iks solino nabyc obligacja wyemitowac przez,0,1
zmiana data publikacja raport okresowy za 1 polrocze 2012 r.,1,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1,1
ship service nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1,1
anwil nabyc obligacja wyemitowac przez,1,1
ship service nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0,1
ship service nabyc obligacja wyemitowac przez,0,1
polski koncern naftowy koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
upstream sp. z o.o. nabyc obligacja spolka,0,1
umowa z ow supply&trading,0,1
polski koncern naftowy ship service nabyc obligacja wyemitowac przez,0,1
  lista akcjonariusz,0,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
transport nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1,1
ing ofe zglosic projekt uchwala zwz dot. podzial zysk za rok obrotowy 2011,0,1
ship service nabyc obligacja wyemitowac przez,0,1
iks solino nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,0,1
petrocentrum sp. z o.o. nabyc obligacja spolka,0,1
anwil nabyc obligacja spolka,0,1
  petrocentrum nabyc obligacja,0,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez spolka,1,1
anwil nabyc obligacja wyemitowac przez,1,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,0,1
podpisac umowy przez deutschland z shell deutschland oil,1,1
deutschland podpisac umowa z biskup europe na dostawa paliwo,1,1
petrocentrum sp. z o.o. nabyc obligacja spolka,0,1
transport nabyc obligacja spolka,0,1
iks solino nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja spolka,0,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez spolka,1,1
anwil nabyc obligacja wyemitowac przez,1,1
szacunek wybrany dany finansowy i operacyjny kapitalowy za 1 kwartal 2012 rok,1,1
anwil nabyc obligacja wyemitowac przez,0,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,1,1
wykaz informacja przekazac do publiczny wiadomosci w 2011 r.,1,1
anwil nabyc obligacja wyemitowac przez,0,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0,1
ing ofe przekroczyc 5  ogolny liczba glos na walny zgromadzenie,1,1
transport nabyc obligacja spolka,1,1
ksiegowosc sp. z o.o. nabyc obligacja spolka,1,1
piotr wielowieyski zlozyc rezygnacja z funkcja czlonek rad nadzorczy,1,1
marek karabula zlozyc rezygnacja z funkcja czlonek rad nadzorczy,1,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
  anwil nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0,1
rada nadzorczy powolac marka podstawa na czlonek zarzad spolka,1,1
anwil nabyc obligacja wyemitowac przez,0,1
petrocentrum sp. z o.o. nabyc obligacja spolka,1,1
anwil nabyc obligacja wyemitowac przez spolka,1,1
koltrans sp. z o.o. nabyc obligacja spolka,1,1
anwil nabyc obligacja wyemitowac przez,0,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,0,1
transport nabyc obligacja wyemitowac przez,1,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
korekta raport biezacy numer 41/2012 dotyczyc,1,1
koltrans sp. z o.o. nabyc obligacja spolka,1,1
iks solino nabyc obligacja spolka,1,1
  anwil nabyc obligacja wyemitowac przez,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0,1
anwil nabyc obligacja wyemitowac przez,1,1
umowy pomiedzy kapitalowy a vitol,1,1
lietuva podpisac z maersk a/s umowa na sprzedaz ciezki olej opalowy,1,1
lietuva podpisac z cargill international umowa na sprzedaz benzyna,1,1
anwil nabyc obligacja spolka,1,1
petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0,1
upstream sp. z o.o. nabyc obligacja spolka,0,1
podpisac z gunvor umowa na dostawa ropa naftowy do ab lietuva,0,1
  wygasniecie umowy na utrzymywac zapas obowiazkowy ropa,0,1
transport nabyc obligacja wyemitowac przez,1,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
iks solino nabyc obligacja wyemitowac przez,1,1
ship service nabyc obligacja wyemitowac przez,1,1
koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1,1
podpisac z stasco umowa na dostawa ropa naftowy do ab lietuva,1,1
anwil nabyc obligacja wyemitowac przez,0,1
ship service nabyc obligacja spolka,0,1
lista akcjonariusz posiadajacych  co malo 5  liczba glos na nwz,0,1
anwil nabyc obligacja spolka,1,1
zmiana w sklad rad nadzorczy,0,1
uchwala podjac przez nwz 12 styczen 2012 r.,0,1
ship service nabyc obligacja wyemitowac przez,0,1
koltrans sp. z o.o. nabyc obligacja spolka,1,1
  anwil abyl obligacja,1,1
upstream sp. z o.o. nabyc obligacja wyemitowac przez,1,1
  podpisac umowy na sprzedaz paliwo z biskup europa,1,1
ship service nabyc obligacja wyemitowac przez,1,1
ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1,1
